league_key,min_edge_threshold,kelly_fraction,max_edge_ceiling,n_bets,roi,final_bankroll,max_drawdown,win_rate
SERIEA,0.12,0.05,20%,103,-0.16968759876576214,900.3056867502556,0.14928626662892197,0.3592233009708738
SERIEA,0.12,0.05,25%,119,-0.1046406953247348,922.7446232396657,0.14460342191912642,0.37815126050420167
SERIEA,0.12,0.05,30%,125,-0.11198053351106356,910.1063970398828,0.1678346361809885,0.376
SERIEA,0.12,0.05,35%,127,-0.10334873649830296,914.7463515293243,0.16491653389796637,0.3779527559055118
SERIEA,0.12,0.05,40%,129,-0.12327432676704013,897.4709203288376,0.16930074304197854,0.37209302325581395
SERIEA,0.12,0.1,sin techo,129,-0.12267447023553626,799.3724990102054,0.31425856089543586,0.37209302325581395
SERIEA,0.12,0.1,20%,103,-0.1709564241334316,806.721612327478,0.2791965189600047,0.3592233009708738
SERIEA,0.12,0.1,25%,119,-0.10529267003710312,846.1689260798875,0.27143178874738527,0.37815126050420167
SERIEA,0.12,0.1,30%,125,-0.11114554784526115,822.515990036697,0.31086965059863164,0.376
SERIEA,0.12,0.1,35%,127,-0.10295389514690392,830.5957491211632,0.30561991280040185,0.3779527559055118
SERIEA,0.12,0.1,40%,129,-0.12267447023553626,799.3724990102054,0.31425856089543586,0.37209302325581395
SERIEA,0.12,0.15,sin techo,129,-0.12180607922929057,706.6256670090012,0.43747036815858165,0.37209302325581395
SERIEA,0.12,0.15,20%,103,-0.17204473096178327,719.4466633206126,0.39173306736856434,0.3592233009708738
SERIEA,0.12,0.15,25%,119,-0.10571272761848763,771.131984921167,0.3821212722118579,0.37815126050420167
SERIEA,0.12,0.15,30%,125,-0.110024631799966,738.1739416587433,0.43210471050294474,0.376
SERIEA,0.12,0.15,35%,127,-0.10228051155095692,748.6374893600621,0.4250980464352752,0.3779527559055118
SERIEA,0.12,0.15,40%,129,-0.12180607922929057,706.6256670090012,0.43747036815858165,0.37209302325581395
SERIEA,0.12,0.2,sin techo,129,-0.12064975670912813,620.2962595034395,0.5411718504849787,0.37209302325581395
SERIEA,0.12,0.2,20%,103,-0.17329915537034044,638.0895352693296,0.48916711439022215,0.3592233009708738
SERIEA,0.12,0.2,25%,119,-0.10585164514503377,698.8022147986467,0.4779431333749614,0.37815126050420167
SERIEA,0.12,0.2,30%,125,-0.10858900625728836,658.2530499713938,0.5340285923814054,0.376
SERIEA,0.12,0.2,35%,127,-0.10129609040887007,670.2025189953822,0.5257938145016999,0.3779527559055118
SERIEA,0.12,0.2,40%,129,-0.12064975670912813,620.2962595034395,0.5411718504849787,0.37209302325581395
SERIEA,0.12,0.25,sin techo,129,-0.11847477282303631,557.6939017537518,0.6098321826811565,0.37209302325581395
SERIEA,0.12,0.25,20%,103,-0.16991433272801532,578.2829178237721,0.5613329408236788,0.3592233009708738
SERIEA,0.12,0.25,25%,119,-0.10394014426182949,645.0428266688717,0.5465396240221293,0.37815126050420167
SERIEA,0.12,0.25,30%,125,-0.10688917794660299,597.5106369144094,0.6027937633919874,0.376
SERIEA,0.12,0.25,35%,127,-0.0984643384360171,614.6278623669177,0.5939437222358296,0.3779527559055118
SERIEA,0.12,0.25,40%,129,-0.11847477282303631,557.6939017537518,0.6098321826811565,0.37209302325581395
SERIEA,0.15,0.05,sin techo,76,-0.07802449165349012,957.8282604725873,0.10994555735809247,0.3684210526315789
SERIEA,0.15,0.05,20%,50,-0.13273062297910368,960.8536725820713,0.07683131876405036,0.34
SERIEA,0.15,0.05,25%,66,-0.03447533290277771,984.8016880750229,0.08886870083763032,0.3787878787878788
SERIEA,0.15,0.05,30%,72,-0.05663456948414313,971.3135070741685,0.11293954014564954,0.375
SERIEA,0.15,0.05,35%,74,-0.0449093492966966,976.2655110183917,0.10994555735809218,0.3783783783783784
SERIEA,0.15,0.05,40%,76,-0.07802449165349012,957.8282604725873,0.10994555735809247,0.3684210526315789
SERIEA,0.15,0.1,sin techo,76,-0.07973809765394414,912.5389578301185,0.21015972913378772,0.3684210526315789
SERIEA,0.15,0.1,20%,50,-0.1352661106249061,920.9284786302754,0.14934544514292108,0.34
SERIEA,0.15,0.1,25%,66,-0.03789556943388359,965.9603137576954,0.17107735466887503,0.3787878787878788
SERIEA,0.15,0.1,30%,72,-0.058755116316621406,938.9588524449752,0.21582233058731876,0.375
SERIEA,0.15,0.1,35%,74,-0.04764905792064761,948.182455888411,0.2101597291337879,0.3783783783783784
SERIEA,0.15,0.1,40%,76,-0.07973809765394414,912.5389578301185,0.21015972913378772,0.3684210526315789
SERIEA,0.15,0.15,sin techo,76,-0.08112904533493348,864.7680932788137,0.3011825271498103,0.3684210526315789
SERIEA,0.15,0.15,20%,50,-0.13765781606346444,880.4584213435389,0.21762317961707783,0.34
SERIEA,0.15,0.15,25%,66,-0.041059508735063976,943.7108888065477,0.24834842146565342,0.3787878787878788
SERIEA,0.15,0.15,30%,72,-0.060530671422644025,903.3768540256062,0.3091534445266698,0.375
SERIEA,0.15,0.15,35%,74,-0.05002157708757239,916.1821378088879,0.30118252714981086,0.3783783783783784
SERIEA,0.15,0.15,40%,76,-0.08112904533493348,864.7680932788137,0.3011825271498103,0.3684210526315789
SERIEA,0.15,0.2,sin techo,76,-0.08175841087152881,816.2554996047143,0.38273480200777416,0.3684210526315789
SERIEA,0.15,0.2,20%,50,-0.13990287496490222,839.6698906757136,0.2817618903268028,0.34
SERIEA,0.15,0.2,25%,66,-0.04333159715370684,919.5624545954372,0.319548802809883,0.3787878787878788
SERIEA,0.15,0.2,30%,72,-0.06146940970267807,866.2033084011338,0.3926508347256941,0.375
SERIEA,0.15,0.2,35%,74,-0.05154956497458502,881.9277620936231,0.38273480200777416,0.3783783783783784
SERIEA,0.15,0.2,40%,76,-0.08175841087152881,816.2554996047143,0.38273480200777416,0.3684210526315789
SERIEA,0.15,0.25,sin techo,76,-0.0824504728926227,774.1439570729331,0.440821024212029,0.3684210526315789
SERIEA,0.15,0.25,20%,50,-0.13944044433625674,802.723904464435,0.33862385159594866,0.34
SERIEA,0.15,0.25,25%,66,-0.04555558186808534,895.3944175266234,0.3821240199837839,0.3787878787878788
SERIEA,0.15,0.25,30%,72,-0.06374687515474459,829.4142134233538,0.4532706943085233,0.375
SERIEA,0.15,0.25,35%,74,-0.051898911402090936,853.1749119073141,0.4408210242120291,0.3783783783783784
SERIEA,0.15,0.25,40%,76,-0.0824504728926227,774.1439570729331,0.440821024212029,0.3684210526315789
BUNDESLIGA,0.06,0.05,sin techo,260,-0.09164256796465087,876.9433441198752,0.1371180195386171,0.4307692307692308
BUNDESLIGA,0.06,0.05,20%,227,-0.05397450743365155,942.2609734593095,0.09708433660394968,0.44493392070484583
BUNDESLIGA,0.06,0.05,25%,244,-0.06505388410707358,922.0667045180345,0.10618121620269819,0.4385245901639344
BUNDESLIGA,0.06,0.05,30%,253,-0.05349326232073803,930.0831294480253,0.10310402839879032,0.43873517786561267
BUNDESLIGA,0.06,0.05,35%,257,-0.06484306074383575,913.2078580194116,0.11100844389238007,0.4357976653696498
BUNDESLIGA,0.06,0.05,40%,258,-0.07211727634803453,903.6972249846256,0.11100844389238089,0.43410852713178294
BUNDESLIGA,0.06,0.1,sin techo,260,-0.09373868919619865,761.0669797478788,0.26290321259276456,0.4307692307692308
BUNDESLIGA,0.06,0.1,20%,227,-0.056110384441458515,881.9709006115474,0.1878485900277381,0.44493392070484583
BUNDESLIGA,0.06,0.1,25%,244,-0.06719281428662548,843.3446320900961,0.20402713986439502,0.4385245901639344
BUNDESLIGA,0.06,0.1,30%,253,-0.055581268171168124,857.1310483087242,0.19872736445223052,0.43873517786561267
BUNDESLIGA,0.06,0.1,35%,257,-0.06683001994697405,825.7876394349626,0.21393003587473897,0.4357976653696498
BUNDESLIGA,0.06,0.1,40%,258,-0.07433757225207518,808.5872548032293,0.21687961281497556,0.43410852713178294
BUNDESLIGA,0.06,0.15,sin techo,260,-0.09757173310442832,649.3955812336052,0.3807397588945028,0.4307692307692308
BUNDESLIGA,0.06,0.15,20%,227,-0.05834583404539809,819.6594874151655,0.2722777642521641,0.44493392070484583
BUNDESLIGA,0.06,0.15,25%,244,-0.06942272478079002,764.7385600700408,0.29377289644505644,0.4385245901639344
BUNDESLIGA,0.06,0.15,30%,253,-0.05926343612540736,777.5713700581719,0.2920830036899954,0.43873517786561267
BUNDESLIGA,0.06,0.15,35%,257,-0.07041332465223321,734.613503836657,0.31283093592454714,0.4357976653696498
BUNDESLIGA,0.06,0.15,40%,258,-0.07822363593781535,711.6615349195014,0.3213632700385967,0.43410852713178294
BUNDESLIGA,0.06,0.2,sin techo,260,-0.10327642263816332,544.797669444,0.48831770415186115,0.4307692307692308
BUNDESLIGA,0.06,0.2,20%,227,-0.06339296769823806,748.1823530996998,0.35042566948543935,0.44493392070484583
BUNDESLIGA,0.06,0.2,25%,244,-0.07521740523452489,676.9897704529609,0.3785775339696683,0.4385245901639344
BUNDESLIGA,0.06,0.2,30%,253,-0.06763807153894587,679.420034739065,0.3887598250191011,0.43873517786561267
BUNDESLIGA,0.06,0.2,35%,257,-0.07842295332590095,629.8941396433548,0.4125959787356867,0.4357976653696498
BUNDESLIGA,0.06,0.2,40%,258,-0.08670891134348205,603.6539273617733,0.4330390073704829,0.43410852713178294
BUNDESLIGA,0.06,0.25,sin techo,260,-0.1019390009684106,474.11729590747314,0.5612774769104865,0.4307692307692308
BUNDESLIGA,0.06,0.25,20%,227,-0.06313915970827949,695.0436919525514,0.4184040362224835,0.44493392070484583
BUNDESLIGA,0.06,0.25,25%,244,-0.07575823406382978,611.2308158145817,0.4577628323205354,0.4385245901639344
BUNDESLIGA,0.06,0.25,30%,253,-0.07184641625955256,597.4818721942753,0.4792828440728946,0.43873517786561267
BUNDESLIGA,0.06,0.25,35%,257,-0.08005114885051787,552.9870778917901,0.5046128943387015,0.4357976653696498
BUNDESLIGA,0.06,0.25,40%,258,-0.08847716273172126,525.3377239971999,0.5138808608426446,0.43410852713178294
BUNDESLIGA,0.08,0.05,sin techo,203,-0.10755018403936897,873.2313401227553,0.14475332192887233,0.4187192118226601
BUNDESLIGA,0.08,0.05,20%,170,-0.06873581607685043,938.2724871753732,0.10460065671819997,0.43529411764705883
BUNDESLIGA,0.08,0.05,25%,187,-0.07957987237064526,918.1636983366978,0.11225587138082505,0.42780748663101603
BUNDESLIGA,0.08,0.05,30%,196,-0.06504121746647867,926.1461906283013,0.11401195515710032,0.42857142857142855
BUNDESLIGA,0.08,0.05,35%,200,-0.07754060844312913,909.3423503536087,0.12129910726168434,0.425
BUNDESLIGA,0.08,0.05,40%,201,-0.0857362548663711,899.871974774539,0.12129910726168394,0.4228855721393035
BUNDESLIGA,0.08,0.1,sin techo,203,-0.1090873850772424,755.1173930452446,0.2754453790895525,0.4187192118226601
BUNDESLIGA,0.08,0.1,20%,170,-0.07060258480938898,875.07615615144,0.20092026804595986,0.43529411764705883
BUNDESLIGA,0.08,0.1,25%,187,-0.08138965135204876,836.7518457226159,0.21522682456630468,0.42780748663101603
BUNDESLIGA,0.08,0.1,30%,196,-0.06684048167798982,850.4304876180984,0.2187857885260576,0.42857142857142855
BUNDESLIGA,0.08,0.1,35%,200,-0.0791450813282477,819.332103602349,0.23163658672454246,0.425
BUNDESLIGA,0.08,0.1,40%,201,-0.08757521247860899,802.2661817477554,0.23163658672454251,0.4228855721393035
BUNDESLIGA,0.08,0.15,sin techo,203,-0.11258917766621375,642.4080740863851,0.39592179044008824,0.4187192118226601
BUNDESLIGA,0.08,0.15,20%,170,-0.07258771040718719,810.8399378338139,0.2892506404421403,0.43529411764705883
BUNDESLIGA,0.08,0.15,25%,187,-0.08330045438001092,756.5099605712677,0.30917710055257286,0.42780748663101603
BUNDESLIGA,0.08,0.15,30%,196,-0.07047464331980328,769.2046893126173,0.31860265039067204,0.42857142857142855
BUNDESLIGA,0.08,0.15,35%,200,-0.08257199133660426,726.7090504390031,0.3354159002731031,0.425
BUNDESLIGA,0.08,0.15,40%,201,-0.09130733014575881,704.0040450853307,0.3380009993135685,0.4228855721393035
BUNDESLIGA,0.08,0.2,sin techo,203,-0.11832355199652753,537.6794809991684,0.5043665373565475,0.4187192118226601
BUNDESLIGA,0.08,0.2,20%,170,-0.07797747194265607,738.4067918607977,0.36992555087769563,0.43529411764705883
BUNDESLIGA,0.08,0.2,25%,187,-0.0893843723374694,668.1443934780092,0.3972323111257722,0.42780748663101603
BUNDESLIGA,0.08,0.2,30%,196,-0.07947129379734597,670.5429045461208,0.41849745595289206,0.42857142857142855
BUNDESLIGA,0.08,0.2,35%,200,-0.09101408794883895,621.6641022592876,0.437628628263124,0.425
BUNDESLIGA,0.08,0.2,40%,201,-0.10023434880357687,595.7667379492175,0.45082164804049546,0.4228855721393035
BUNDESLIGA,0.08,0.25,sin techo,203,-0.11646251817889228,467.1295543672752,0.5777618275336271,0.4187192118226601
BUNDESLIGA,0.08,0.25,20%,170,-0.0772867796818854,684.7998436044041,0.4394538951922392,0.43529411764705883
BUNDESLIGA,0.08,0.25,25%,187,-0.08964553494950851,602.2222371375655,0.47738816780889964,0.42780748663101603
BUNDESLIGA,0.08,0.25,30%,196,-0.08385039653510994,588.6759312723005,0.5101219105189386,0.42857142857142855
BUNDESLIGA,0.08,0.25,35%,200,-0.0924716224856058,544.8369200959615,0.5302678716948841,0.425
BUNDESLIGA,0.08,0.25,40%,201,-0.10183062786596547,517.5950740911632,0.5321460692893379,0.4228855721393035
BUNDESLIGA,0.1,0.05,sin techo,150,-0.1325432983687883,870.2110680157462,0.15073900324268866,0.3933333333333333
BUNDESLIGA,0.1,0.05,20%,117,-0.09431821342380384,935.0272552516194,0.11065175378008477,0.41025641025641024
BUNDESLIGA,0.1,0.05,25%,134,-0.10339775105888463,914.9880172996833,0.11825523460205055,0.40298507462686567
BUNDESLIGA,0.1,0.05,30%,143,-0.08307008288051788,922.9429002995627,0.11999945078711081,0.40559440559440557
BUNDESLIGA,0.1,0.05,35%,147,-0.09727776896497922,906.1971799843133,0.12723735641299233,0.4013605442176871
BUNDESLIGA,0.1,0.05,40%,148,-0.10698830952360801,896.7595598846791,0.127237356412992,0.39864864864864863
BUNDESLIGA,0.1,0.1,sin techo,150,-0.13229469456367685,750.7241848604206,0.2847785458859986,0.3933333333333333
BUNDESLIGA,0.1,0.1,20%,117,-0.09484159844951723,869.9850381783195,0.21119924100710274,0.41025641025641024
BUNDESLIGA,0.1,0.1,25%,134,-0.10381883852309352,831.8836952983887,0.2253217649437655,0.40298507462686567
BUNDESLIGA,0.1,0.1,30%,143,-0.0837329035632578,845.4827560292928,0.22883494812239075,0.40559440559440557
BUNDESLIGA,0.1,0.1,35%,147,-0.09749048719419351,814.5652997427296,0.24152043990409489,0.4013605442176871
BUNDESLIGA,0.1,0.1,40%,148,-0.10739667204644184,797.5986659568031,0.24152043990409497,0.39864864864864863
BUNDESLIGA,0.1,0.15,sin techo,150,-0.1343576864325697,637.8586958935615,0.4065917975007942,0.3933333333333333
BUNDESLIGA,0.1,0.15,20%,117,-0.09551525558639672,805.0977660276807,0.3022771965094194,0.41025641025641024
BUNDESLIGA,0.1,0.15,25%,134,-0.10434778909693475,751.1525404887581,0.32183844609048606,0.40298507462686567
BUNDESLIGA,0.1,0.15,30%,143,-0.08661988559408589,763.7573682397092,0.33109124522289796,0.40559440559440557
BUNDESLIGA,0.1,0.15,35%,147,-0.09988895804337351,721.5626731751489,0.34759634323811733,0.4013605442176871
BUNDESLIGA,0.1,0.15,40%,148,-0.11005936159958223,699.0184591632891,0.34969407795755836,0.39864864864864863
BUNDESLIGA,0.1,0.2,sin techo,150,-0.13926154603268648,533.6835712921061,0.5150402528814338,0.3933333333333333
BUNDESLIGA,0.1,0.2,20%,117,-0.1007597721053424,732.9191231443444,0.3845188338586441,0.41025641025641024
BUNDESLIGA,0.1,0.2,25%,134,-0.11014781511254251,663.1788986768001,0.4111931366564175,0.40298507462686567
BUNDESLIGA,0.1,0.2,30%,143,-0.09597851810042449,665.5595845646731,0.43196575512173135,0.40559440559440557
BUNDESLIGA,0.1,0.2,35%,147,-0.10826750667656974,617.0440382461811,0.4506538264433902,0.4013605442176871
BUNDESLIGA,0.1,0.2,40%,148,-0.11889287954847515,591.3391371657686,0.46264847964701805,0.39864864864864863
BUNDESLIGA,0.1,0.25,sin techo,150,-0.1386410815945591,457.96343429335406,0.5933995728954744,0.3933333333333333
BUNDESLIGA,0.1,0.25,20%,117,-0.10218248099871025,671.3625486732743,0.4547972040299018,0.41025641025641024
BUNDESLIGA,0.1,0.25,25%,134,-0.1123391536810172,590.405298377899,0.491693136971561,0.40298507462686567
BUNDESLIGA,0.1,0.25,30%,143,-0.1027535746390127,577.124801141008,0.5235308892902563,0.40559440559440557
BUNDESLIGA,0.1,0.25,35%,147,-0.11149939416397561,534.1460087981966,0.5431254137485029,0.4013605442176871
BUNDESLIGA,0.1,0.25,40%,148,-0.12228558800343452,507.4387083582868,0.5494732109645148,0.39864864864864863
BUNDESLIGA,0.12,0.05,sin techo,115,-0.1568783038925746,875.7593488486316,0.1409444517051384,0.3652173913043478
BUNDESLIGA,0.12,0.05,20%,82,-0.11877353032478231,940.9887903196186,0.07580790199215366,0.3780487804878049
BUNDESLIGA,0.12,0.05,25%,99,-0.12546164194718873,920.8217864452297,0.10081032976934089,0.37373737373737376
BUNDESLIGA,0.12,0.05,30%,108,-0.09693979762713932,928.827388088548,0.09865911436121041,0.37962962962962965
BUNDESLIGA,0.12,0.05,35%,112,-0.11401281255946963,911.9749006193596,0.11501289136595007,0.375
BUNDESLIGA,0.12,0.05,40%,113,-0.12585568270017067,902.4771082596485,0.11501289136594994,0.37168141592920356
BUNDESLIGA,0.12,0.1,sin techo,115,-0.15761046228000175,761.1935224266344,0.26737168759457874,0.3652173913043478
BUNDESLIGA,0.12,0.1,20%,82,-0.12007253481975842,882.1175459966692,0.14850662600555745,0.3780487804878049
BUNDESLIGA,0.12,0.1,25%,99,-0.12678915855208348,843.4848550818944,0.1948342099529538,0.37373737373737376
BUNDESLIGA,0.12,0.1,30%,108,-0.09833351508918023,857.2735635692519,0.19166471086631606,0.37962962962962965
BUNDESLIGA,0.12,0.1,35%,112,-0.11502805563299624,825.9249432239309,0.2212237654874261,0.375
BUNDESLIGA,0.12,0.1,40%,113,-0.1271451011149428,808.721698682618,0.22162709500907793,0.37168141592920356
BUNDESLIGA,0.12,0.15,sin techo,115,-0.16141237824633978,652.3636404213778,0.38376732258931484,0.3652173913043478
BUNDESLIGA,0.12,0.15,20%,82,-0.1216859241460107,823.405736916658,0.21829411659178322,0.3780487804878049
BUNDESLIGA,0.12,0.15,25%,99,-0.12833292720634631,768.2337937535656,0.28239143613209433,0.37373737373737376
BUNDESLIGA,0.12,0.15,30%,108,-0.10276292756525066,781.1252560342132,0.2834107344913491,0.37962962962962965
BUNDESLIGA,0.12,0.15,35%,112,-0.11897521420301674,737.9710511045049,0.3229995709491412,0.375
BUNDESLIGA,0.12,0.15,40%,113,-0.13144701538761913,714.9141803306231,0.32468112542348176,0.37168141592920356
BUNDESLIGA,0.12,0.2,sin techo,115,-0.16813308583871087,552.7350982587868,0.48743237046069243,0.3652173913043478
BUNDESLIGA,0.12,0.2,20%,82,-0.12838802774496774,759.0829947530858,0.2907657965458659,0.3780487804878049
BUNDESLIGA,0.12,0.2,25%,99,-0.1358392240192813,686.85317188196,0.3715139028171538,0.37373737373737376
BUNDESLIGA,0.12,0.2,30%,108,-0.11485047175803825,689.3188438998757,0.3839690782472561,0.37962962962962965
BUNDESLIGA,0.12,0.2,35%,112,-0.12986392774698025,639.0713813510382,0.42887426391514266,0.375
BUNDESLIGA,0.12,0.2,40%,113,-0.14288529424554205,612.4488623366061,0.43205802821129335,0.37168141592920356
BUNDESLIGA,0.12,0.25,sin techo,115,-0.16821713889955084,482.10333208198824,0.56099967249268,0.3652173913043478
BUNDESLIGA,0.12,0.25,20%,82,-0.12924999889939198,706.7510144120229,0.3496716579139585,0.3780487804878049
BUNDESLIGA,0.12,0.25,25%,99,-0.1385430793700784,621.5263934030995,0.44232909401123255,0.37373737373737376
BUNDESLIGA,0.12,0.25,30%,108,-0.12371515186131984,607.5458624476312,0.47040305747580896,0.37962962962962965
BUNDESLIGA,0.12,0.25,35%,112,-0.13446049291483578,562.3015974130202,0.5098424247896627,0.375
BUNDESLIGA,0.12,0.25,40%,113,-0.1477248842562523,534.186517542369,0.513573044313219,0.37168141592920356
BUNDESLIGA,0.15,0.05,sin techo,77,-0.22200430922356926,868.3736113496858,0.14236505968166996,0.3246753246753247
BUNDESLIGA,0.15,0.05,20%,44,-0.22981992474130783,933.0529387596116,0.08382442546030767,0.3181818181818182
BUNDESLIGA,0.15,0.05,25%,61,-0.2032983044553474,913.0560137966867,0.10071114792915535,0.32786885245901637
BUNDESLIGA,0.15,0.05,30%,70,-0.14952671746858961,920.9941000063003,0.09941983113766922,0.34285714285714286
BUNDESLIGA,0.15,0.05,35%,74,-0.1685537286936809,904.2837383948782,0.11491527608757067,0.33783783783783783
BUNDESLIGA,0.15,0.05,40%,75,-0.1835811166989955,894.8660458951118,0.11620024165485378,0.3333333333333333
BUNDESLIGA,0.15,0.1,sin techo,77,-0.22139122885952883,749.4882420304036,0.2687053930471463,0.3246753246753247
BUNDESLIGA,0.15,0.1,20%,44,-0.2299446074691487,868.5527521379292,0.16166961980581832,0.3181818181818182
BUNDESLIGA,0.15,0.1,25%,61,-0.20342959245206202,830.5141367982807,0.19358024228438708,0.32786885245901637
BUNDESLIGA,0.15,0.1,30%,70,-0.14975811098360065,844.090808931688,0.1916081779868521,0.34285714285714286
BUNDESLIGA,0.15,0.1,35%,74,-0.16833000510524876,813.2242531078916,0.22001089699351037,0.33783783783783783
BUNDESLIGA,0.15,0.1,40%,75,-0.18376450183071627,796.2855520698379,0.223044075720769,0.3333333333333333
BUNDESLIGA,0.15,0.15,sin techo,77,-0.22525235289951992,638.7516527127757,0.38407815567539105,0.3246753246753247
BUNDESLIGA,0.15,0.15,20%,44,-0.23079597369586902,806.224845653524,0.23386247044775876,0.3181818181818182
BUNDESLIGA,0.15,0.15,25%,61,-0.20397770514891522,752.2041006346308,0.27927412740916674,0.32786885245901637
BUNDESLIGA,0.15,0.15,30%,70,-0.15460706174231037,764.8265742481656,0.2814473665281982,0.34285714285714286
BUNDESLIGA,0.15,0.15,35%,74,-0.17246229705797525,722.5728096107738,0.3200586649327318,0.33783783783783783
BUNDESLIGA,0.15,0.15,40%,75,-0.18838979916507237,699.9970353023069,0.3250217620978503,0.3333333333333333
BUNDESLIGA,0.15,0.2,sin techo,77,-0.23461565865890346,538.958435104806,0.4862548609434332,0.3246753246753247
BUNDESLIGA,0.15,0.2,20%,44,-0.24232624263998717,740.1632070327622,0.3007212214234948,0.3181818181818182
BUNDESLIGA,0.15,0.2,25%,61,-0.21452528498838727,669.7336786290986,0.3661852123127008,0.32786885245901637
BUNDESLIGA,0.15,0.2,30%,70,-0.17115047983886586,672.1378949280895,0.3795497751910181,0.34285714285714286
BUNDESLIGA,0.15,0.2,35%,74,-0.18699378350618992,623.1428268229158,0.4240319097240702,0.33783783783783783
BUNDESLIGA,0.15,0.2,40%,75,-0.2036356720044129,597.1838616119736,0.4307533085245796,0.3333333333333333
BUNDESLIGA,0.15,0.25,sin techo,77,-0.23799998509505207,468.8097311997019,0.558104683293612,0.3246753246753247
BUNDESLIGA,0.15,0.25,20%,44,-0.24635628783934055,687.2629393801196,0.35835100228563743,0.3181818181818182
BUNDESLIGA,0.15,0.25,25%,61,-0.22089963610651073,604.388316850037,0.4345354238435704,0.32786885245901637
BUNDESLIGA,0.15,0.25,30%,70,-0.18526430899519084,590.7932874795539,0.4630017319852537,0.34285714285714286
BUNDESLIGA,0.15,0.25,35%,74,-0.19551362047611412,546.7965956549956,0.5029922799634821,0.33783783783783783
BUNDESLIGA,0.15,0.25,40%,75,-0.21265454417184954,519.4567658722455,0.510365300048324,0.3333333333333333
