tour,min_edge_threshold,kelly_fraction,max_odds,n_bets,roi,final_bankroll,max_drawdown,win_rate
WTA,0.06,0.15,3.0,40,0.16870248412658762,1097.6853018451889,0.0723315608122228,0.625
WTA,0.06,0.15,4.0,53,0.12268661597430054,1077.6262790296562,0.08058548868255044,0.5283018867924528
WTA,0.06,0.15,6.0,63,0.12166639735558808,1082.4946254275742,0.08488616563644183,0.47619047619047616
WTA,0.06,0.2,2.5,32,0.20403658481152764,1144.1618208926138,0.09070129451407337,0.6875
WTA,0.06,0.2,3.0,40,0.1661925544952762,1130.5262168700276,0.09553779441831635,0.625
WTA,0.06,0.2,4.0,53,0.12086467413475506,1102.895480815363,0.1062677283630275,0.5283018867924528
WTA,0.06,0.2,6.0,63,0.11963826792266036,1109.351856162977,0.11184178842881229,0.47619047619047616
WTA,0.06,0.25,2.5,32,0.2019823176157958,1178.643771866228,0.10942256052159542,0.6875
WTA,0.06,0.25,3.0,40,0.16425872877139117,1160.7960946601816,0.1183008535062964,0.625
WTA,0.06,0.25,4.0,53,0.11873045352742292,1125.2262015657886,0.13137571382467372,0.5283018867924528
WTA,0.06,0.25,6.0,63,0.11730184042304626,1133.2227745339144,0.13814754597647771,0.47619047619047616
WTA,0.08,0.05,2.5,13,0.4218163847430311,1031.2795472760915,0.010548564294134746,0.7692307692307693
WTA,0.08,0.05,3.0,20,0.3174061129712747,1030.1862586354935,0.010548564294134668,0.65
WTA,0.08,0.05,4.0,24,0.3225165933572042,1033.327177920268,0.012120889169422456,0.625
WTA,0.08,0.05,6.0,30,0.30114112822011846,1033.9519936172328,0.013661198744295982,0.5333333333333333
WTA,0.08,0.1,2.5,13,0.4176682750799128,1063.2367517267783,0.021047794990357062,0.7692307692307693
WTA,0.08,0.1,3.0,20,0.3152302466259028,1060.871609496397,0.021047794990357017,0.65
WTA,0.08,0.1,4.0,24,0.3207549434068664,1067.3013620122424,0.02414647605447817,0.625
WTA,0.08,0.1,6.0,30,0.29909900193141553,1068.517938148049,0.02718959440798495,0.5333333333333333
WTA,0.08,0.15,2.5,13,0.4135480409185691,1095.875274046963,0.03149769208866687,0.7692307692307693
WTA,0.08,0.15,3.0,20,0.3130463861096276,1092.0477323757266,0.031497692088666804,0.65
WTA,0.08,0.15,4.0,24,0.3189849617457548,1101.9150527031934,0.03607712616159164,0.625
WTA,0.08,0.15,6.0,30,0.297060116755459,1103.6851224850018,0.04058599657620537,0.5333333333333333
WTA,0.08,0.2,2.5,13,0.40945539033818157,1129.1983446043494,0.04189825558906418,0.7692307692307693
WTA,0.08,0.2,3.0,20,0.3108544762530178,1123.7055057130983,0.04189825558906402,0.65
WTA,0.08,0.2,4.0,24,0.3172063416892442,1137.1597091621923,0.04791320499718809,0.625
WTA,0.08,0.2,6.0,30,0.2950237821857347,1139.4396128551264,0.05385121255449131,0.5333333333333333
WTA,0.08,0.25,2.5,13,0.40476375468072046,1156.4850814637189,0.05224948549154883,0.7692307692307693
WTA,0.08,0.25,3.0,20,0.3049861620701719,1149.1539521663856,0.05224948549154899,0.65
WTA,0.08,0.25,4.0,24,0.3121863430958832,1166.2453184782719,0.05965507806769218,0.625
WTA,0.08,0.25,6.0,30,0.2894164532125137,1168.9699884598845,0.06698604736877523,0.5333333333333333
WTA,0.1,0.05,2.5,3,0.13730084799268252,1003.2028906399547,0.007098108019820489,0.6666666666666666
WTA,0.1,0.05,3.0,5,-0.16693531306412304,994.7136768092324,0.015500153660430185,0.4
WTA,0.1,0.05,4.0,7,-0.2816666614369607,989.6906457318238,0.020471607697063552,0.2857142857142857
WTA,0.1,0.05,6.0,11,-0.1676315453654816,992.7052909446159,0.02505964494913698,0.2727272727272727
WTA,0.1,0.1,2.5,3,0.13521792018372392,1006.3112688938289,0.014196216039640901,0.6666666666666666
WTA,0.1,0.1,3.0,5,-0.1694209735908288,989.3137079794067,0.03084738589680964,0.4
WTA,0.1,0.1,4.0,7,-0.2842417039964444,979.3344477850509,0.04062328006078412,0.2857142857142857
WTA,0.1,0.1,6.0,11,-0.16989196797624273,985.2439657518127,0.0495965229383297,0.2727272727272727
