year,n_bets,roi,win_rate,interpretable
2019,11,-0.6747589221419977,0.2727272727272727,False
2020,38,0.33172734320059866,0.7894736842105263,True
2021,67,0.02417431689605215,0.6417910447761194,True
2022,24,0.1943766592505494,0.7083333333333334,True
2023,22,0.39147946107149595,0.7727272727272727,True
2024,81,0.025691800491131227,0.6419753086419753,True
2025,94,-0.009803000882556472,0.5957446808510638,True
2026,4,0.3663434258514321,0.75,False
