market,predicted_prob,odds,actual
EPL,0.4338186559781392,1.74,1
EPL,0.2886015993254912,2.74,0
EPL,0.2817423791048393,3.3,0
EPL,0.4296560215696693,2.83,1
EPL,0.595995090291185,1.41,0
EPL,0.2124388772660133,5.12,0
EPL,0.1915660324428016,8.13,1
EPL,0.5997275276831073,1.65,1
EPL,0.223716887540902,3.91,0
EPL,0.1765555847759906,6.09,0
EPL,0.3276914903847235,3.17,0
EPL,0.2520834282052567,3.73,0
EPL,0.4202250814100197,2.28,1
EPL,0.5816929376164175,1.6,0
EPL,0.2380680708533331,4.09,1
EPL,0.1802389915302494,6.37,0
EPL,0.3608839778339239,2.26,0
EPL,0.2364443642394355,3.42,1
EPL,0.4026716579266404,3.47,0
EPL,0.1011105802610651,7.48,0
EPL,0.1529387630594517,4.51,1
EPL,0.7459506566794831,1.49,0
EPL,0.4127022424847767,2.7,0
EPL,0.2778657976719788,3.27,0
EPL,0.3094319598432444,2.89,1
EPL,0.4020597334283125,2.29,1
EPL,0.2749583784760298,3.3,0
EPL,0.3229818880956576,3.54,0
EPL,0.2981051505985852,3.14,0
EPL,0.2956043342076864,3.21,1
EPL,0.4062905151937284,2.56,0
EPL,0.5895537004610115,1.51,0
EPL,0.2287817817373672,4.37,1
EPL,0.1816645178016211,7.59,0
EPL,0.4748500491461493,1.9,0
EPL,0.2536386359788678,3.69,1
EPL,0.2715113148749828,4.42,0
EPL,0.6465170425307456,1.4,1
EPL,0.2105275523007751,4.91,0
EPL,0.1429554051684793,9.22,0
EPL,0.632195008853277,1.78,1
EPL,0.1960967037647374,3.96,0
EPL,0.1717082873819856,4.8,0
EPL,0.435734468031018,1.72,1
EPL,0.2684947603986796,4.06,0
EPL,0.2957707715703024,5.06,0
EPL,0.2676357901693583,3.16,0
EPL,0.2909839179150551,3.2,1
EPL,0.4413802919155866,2.54,0
EPL,0.2650723592871441,3.17,0
EPL,0.2500946134085692,3.44,1
EPL,0.4848330273042865,2.41,0
EPL,0.4491346502344912,2.13,1
EPL,0.2639912166138405,3.61,0
EPL,0.2868741331516682,3.64,0
EPL,0.6512380871564826,1.84,0
EPL,0.1954545407312133,3.65,0
EPL,0.1533073721123041,4.82,1
EPL,0.2849494708720723,2.99,0
EPL,0.2548054395738333,3.55,1
EPL,0.4602450895540944,2.46,0
EPL,0.096040764480047,9.43,0
EPL,0.1415300209566177,5.49,0
EPL,0.7624292145633352,1.36,1
EPL,0.481074286637438,2.32,0
EPL,0.2823514437114925,3.31,0
EPL,0.2365742696510694,3.47,1
EPL,0.2815852282876467,3.56,1
EPL,0.2337031911386673,3.68,0
EPL,0.4847115805736859,2.13,0
EPL,0.8108877296688112,1.13,1
EPL,0.1292831696264988,9.94,0
EPL,0.0598291007046898,24.65,0
EPL,0.2272629870817597,3.77,0
EPL,0.2418355926976335,3.41,1
EPL,0.5309014202206067,2.16,0
EPL,0.3451246347117663,2.44,1
EPL,0.2343998691849871,3.58,0
EPL,0.4204754961032466,3.01,0
EPL,0.1378811760048688,6.69,0
EPL,0.1999728234458793,3.92,0
EPL,0.6621460005492519,1.61,1
EPL,0.3096680219804901,2.57,0
EPL,0.2748279486412569,3.37,0
EPL,0.415504029378253,2.98,1
EPL,0.2380592695171934,3.57,0
EPL,0.2351126612802198,3.66,0
