scan_utc,liga,eventos,casas_por_evento,pct_con_sharp,overround,dispersion,premio_mejor,score
2026-09-02T00:33:46.025206+00:00,soccer_argentina_primera_division,27,21.0,55.6,0.0939,0.03263,0.0606,2.723
2026-09-02T00:33:46.025206+00:00,soccer_belgium_first_div,14,26.0,42.9,0.0902,0.01373,0.0779,2.152
2026-09-02T00:33:46.025206+00:00,soccer_chile_campeonato,11,25.0,54.5,0.0984,0.01428,0.066,1.581
2026-09-02T00:33:46.025206+00:00,soccer_brazil_campeonato,30,16.0,30.0,0.0777,0.00814,0.0629,1.236
2026-09-02T00:33:46.025206+00:00,soccer_austria_bundesliga,10,18.0,20.0,0.0938,0.006,0.0579,0.967
2026-09-02T00:33:46.025206+00:00,soccer_china_superleague,8,25.0,100.0,0.0927,0.01016,0.0691,0.946
2026-09-02T00:33:46.025206+00:00,soccer_brazil_serie_b,12,22.5,83.3,0.099,0.00746,0.0655,0.76
2026-09-02T00:33:46.025206+00:00,soccer_concacaf_leagues_cup,2,26.0,100.0,0.0675,0.00961,0.0539,0.271
2026-09-02T00:35:29.580816+00:00,soccer_uefa_europa_conference_league,18,11.0,0.0,0.1021,0.0827,0.1131,3.215
2026-09-02T00:35:29.580816+00:00,soccer_uefa_nations_league,28,17.0,0.0,0.084,0.04863,0.0701,2.239
2026-09-02T00:35:29.580816+00:00,soccer_germany_dfb_pokal,1,9.0,0.0,0.0596,0.01256,0.4052,2.229
2026-09-02T00:35:29.580816+00:00,soccer_argentina_primera_division,27,21.0,55.6,0.0939,0.03263,0.0606,1.254
2026-09-02T00:35:29.580816+00:00,soccer_netherlands_eredivisie,21,21.0,42.9,0.0933,0.02463,0.0803,1.232
2026-09-02T00:35:29.580816+00:00,soccer_switzerland_superleague,14,32.0,35.7,0.0876,0.01575,0.0673,1.044
2026-09-02T00:35:29.580816+00:00,soccer_usa_mls,29,35.0,51.7,0.0939,0.01849,0.0817,0.992
2026-09-02T00:35:29.580816+00:00,soccer_belgium_first_div,14,26.0,42.9,0.0902,0.01373,0.0779,0.95
2026-09-02T00:35:29.580816+00:00,soccer_spl,18,26.0,33.3,0.0789,0.01101,0.0609,0.932
2026-09-02T00:35:29.580816+00:00,soccer_austria_bundesliga,10,18.0,20.0,0.0938,0.006,0.0579,0.93
2026-09-02T00:35:29.580816+00:00,soccer_england_league1,23,26.0,39.1,0.0894,0.01428,0.0489,0.924
2026-09-02T00:35:29.580816+00:00,soccer_brazil_campeonato,30,16.0,30.0,0.0777,0.00814,0.0629,0.897
2026-09-02T00:35:29.580816+00:00,soccer_efl_champ,25,31.0,36.0,0.0721,0.0109,0.0519,0.878
2026-09-02T00:35:29.580816+00:00,soccer_sweden_allsvenskan,10,31.0,70.0,0.091,0.0206,0.0847,0.871
2026-09-02T00:35:29.580816+00:00,soccer_denmark_superliga,9,36.0,55.6,0.0866,0.0164,0.0665,0.86
2026-09-02T00:35:29.580816+00:00,soccer_conmebol_copa_libertadores,4,25.0,100.0,0.0951,0.02597,0.097,0.739
2026-09-02T00:35:29.580816+00:00,soccer_chile_campeonato,11,25.0,54.5,0.0984,0.01097,0.0663,0.733
2026-09-02T00:35:29.580816+00:00,soccer_conmebol_copa_sudamericana,4,16.0,75.0,0.0935,0.01527,0.0943,0.712
2026-09-02T00:35:29.580816+00:00,soccer_portugal_primeira_liga,10,32.0,70.0,0.0811,0.01363,0.0867,0.7
2026-09-02T00:35:29.580816+00:00,soccer_brazil_serie_b,12,22.5,83.3,0.099,0.0212,0.0651,0.7
2026-09-02T00:35:29.580816+00:00,soccer_mexico_ligamx,12,30.5,75.0,0.0875,0.01647,0.069,0.674
2026-09-02T00:35:29.580816+00:00,soccer_japan_j_league,30,7.0,33.3,0.085,0.00348,0.0332,0.667
2026-09-02T00:35:29.580816+00:00,soccer_spain_la_liga,35,22.0,60.0,0.0606,0.00795,0.0796,0.638
2026-09-02T00:35:29.580816+00:00,soccer_italy_serie_a,33,24.0,60.6,0.0656,0.00854,0.069,0.618
2026-09-02T00:35:29.580816+00:00,soccer_poland_ekstraklasa,11,31.0,72.7,0.0957,0.01178,0.0726,0.588
2026-09-02T00:35:29.580816+00:00,soccer_saudi_arabia_pro_league,15,18.0,60.0,0.13,0.00732,0.0651,0.583
2026-09-02T00:35:29.580816+00:00,soccer_germany_bundesliga,27,30.0,66.7,0.0673,0.006,0.0947,0.562
2026-09-02T00:35:29.580816+00:00,soccer_france_ligue_two,10,34.5,90.0,0.0898,0.01748,0.0671,0.545
2026-09-02T00:35:29.580816+00:00,soccer_england_league2,12,29.0,100.0,0.0929,0.0221,0.0574,0.535
2026-09-02T00:35:29.580816+00:00,soccer_uefa_europa_league,18,29.0,100.0,0.0873,0.01784,0.0832,0.497
2026-09-02T00:35:29.580816+00:00,soccer_turkey_super_league,9,31.0,88.9,0.085,0.01371,0.0735,0.478
2026-09-02T00:35:29.580816+00:00,soccer_epl,30,30.0,66.7,0.0616,0.00468,0.0729,0.47
2026-09-02T00:35:29.580816+00:00,soccer_germany_liga3,10,20.0,100.0,0.105,0.01302,0.1103,0.448
2026-09-02T00:35:29.580816+00:00,soccer_korea_kleague1,8,28.0,75.0,0.1132,0.00983,0.0467,0.447
2026-09-02T00:35:29.580816+00:00,soccer_uefa_champs_league,21,34.0,85.7,0.0643,0.00772,0.1019,0.435
2026-09-02T00:35:29.580816+00:00,soccer_france_ligue_one,18,32.5,100.0,0.0696,0.01632,0.0734,0.432
2026-09-02T00:35:29.580816+00:00,soccer_spain_segunda_division,12,32.0,91.7,0.0985,0.01265,0.0733,0.422
2026-09-02T00:35:29.580816+00:00,soccer_greece_super_league,7,27.0,85.7,0.0913,0.00865,0.0769,0.391
2026-09-02T00:35:29.580816+00:00,soccer_germany_bundesliga2,10,34.0,90.0,0.0888,0.0088,0.0824,0.367
2026-09-02T00:35:29.580816+00:00,soccer_sweden_superettan,8,22.0,100.0,0.1065,0.01224,0.0592,0.291
2026-09-02T00:35:29.580816+00:00,soccer_norway_eliteserien,8,34.0,100.0,0.0833,0.00964,0.0833,0.29
2026-09-02T00:35:29.580816+00:00,soccer_china_superleague,8,25.0,100.0,0.0927,0.01016,0.0691,0.265
2026-09-02T00:35:29.580816+00:00,soccer_uefa_champs_league_women,7,5.0,100.0,0.1047,0.00849,0.0727,0.233
2026-09-02T00:35:29.580816+00:00,soccer_italy_serie_b,10,30.0,100.0,0.096,0.00753,0.081,0.231
2026-09-02T00:35:29.580816+00:00,soccer_concacaf_leagues_cup,2,26.0,100.0,0.0675,0.00961,0.0539,0.21
2026-09-02T00:35:29.580816+00:00,soccer_italy_coppa_italia,4,22.0,100.0,0.0861,0.007,0.0599,0.161
2026-09-02T00:35:29.580816+00:00,soccer_league_of_ireland,1,12.0,100.0,0.0982,0.00716,0.0503,0.139
2026-09-02T00:35:29.580816+00:00,soccer_russia_premier_league,8,6.0,100.0,0.0663,0.00576,0.05,0.103
2026-09-02T00:47:02.872652+00:00,soccer_uefa_europa_conference_league,18,1048.0,11.0,0.0,0.1021,0.0825,0.0994,4.0
2026-09-02T00:47:02.872652+00:00,soccer_uefa_nations_league,28,570.0,17.0,0.0,0.084,0.05019,0.0632,2.667
2026-09-02T00:47:02.872652+00:00,soccer_argentina_primera_division,27,141.2,20.0,55.6,0.095,0.02581,0.0632,1.51
2026-09-02T00:47:02.872652+00:00,soccer_usa_mls,29,97.7,35.0,51.7,0.0939,0.01149,0.0814,1.466
2026-09-02T00:47:02.872652+00:00,soccer_netherlands_eredivisie,21,184.0,21.0,42.9,0.0933,0.00996,0.0709,1.361
2026-09-02T00:47:02.872652+00:00,soccer_belgium_first_div,14,86.4,26.0,42.9,0.0902,0.01173,0.0676,1.355
2026-09-02T00:47:02.872652+00:00,soccer_switzerland_superleague,14,41.7,32.0,35.7,0.0876,0.00932,0.0638,1.311
2026-09-02T00:47:02.872652+00:00,soccer_austria_bundesliga,10,243.5,18.0,20.0,0.0938,0.00672,0.057,1.303
2026-09-02T00:47:02.872652+00:00,basketball_nba,21,1201.4,14.0,0.0,0.0545,0.00758,0.0416,1.296
2026-09-02T00:47:02.872652+00:00,soccer_portugal_primeira_liga,10,89.5,32.0,70.0,0.0811,0.01012,0.0827,1.269
2026-09-02T00:47:02.872652+00:00,soccer_germany_bundesliga,27,87.7,30.0,66.7,0.0673,0.00657,0.0849,1.247
2026-09-02T00:47:02.872652+00:00,soccer_brazil_campeonato,30,116.7,16.0,30.0,0.0777,0.00649,0.0594,1.233
2026-09-02T00:47:02.872652+00:00,soccer_sweden_allsvenskan,10,97.0,31.0,70.0,0.091,0.01045,0.0793,1.226
2026-09-02T00:47:02.872652+00:00,soccer_germany_liga3,10,83.2,20.0,100.0,0.104,0.01276,0.0941,1.203
2026-09-02T00:47:02.872652+00:00,soccer_denmark_superliga,9,87.2,36.0,55.6,0.0866,0.00921,0.0666,1.151
2026-09-02T00:47:02.872652+00:00,soccer_spl,18,18.2,26.0,33.3,0.0774,0.00784,0.0532,1.142
2026-09-02T00:47:02.872652+00:00,soccer_chile_campeonato,11,95.2,25.0,54.5,0.0984,0.00776,0.0672,1.135
2026-09-02T00:47:02.872652+00:00,soccer_saudi_arabia_pro_league,15,87.1,18.0,60.0,0.13,0.00874,0.0668,1.099
2026-09-02T00:47:02.872652+00:00,soccer_poland_ekstraklasa,11,89.5,31.0,72.7,0.0957,0.00983,0.073,1.091
2026-09-02T00:47:02.872652+00:00,soccer_efl_champ,25,82.7,31.0,36.0,0.0675,0.00699,0.0498,1.043
2026-09-02T00:47:02.872652+00:00,soccer_england_league1,23,82.7,26.0,39.1,0.0894,0.00848,0.0483,1.027
2026-09-02T00:47:02.872652+00:00,soccer_mexico_ligamx,12,96.2,30.5,75.0,0.0871,0.01019,0.069,1.017
2026-09-02T00:47:02.872652+00:00,soccer_spain_la_liga,35,114.2,22.0,60.0,0.0606,0.00635,0.0642,1.001
2026-09-02T00:47:02.872652+00:00,tennis_wta_us_open,64,14.2,17.0,45.3,0.0478,0.00653,0.0533,0.991
2026-09-02T00:47:02.872652+00:00,soccer_italy_serie_a,33,135.7,24.0,60.6,0.0662,0.00664,0.0629,0.983
2026-09-02T00:47:02.872652+00:00,tennis_atp_us_open,68,14.2,23.0,48.5,0.05,0.00616,0.055,0.975
2026-09-02T00:47:02.872652+00:00,soccer_turkey_super_league,9,109.2,31.0,88.9,0.085,0.01034,0.0725,0.934
2026-09-02T00:47:02.872652+00:00,soccer_spain_segunda_division,12,89.0,32.0,91.7,0.0985,0.00832,0.0761,0.909
2026-09-02T00:47:02.872652+00:00,soccer_germany_bundesliga2,10,82.2,34.0,90.0,0.0888,0.00796,0.0752,0.904
2026-09-02T00:47:02.872652+00:00,soccer_england_league2,12,85.2,29.0,100.0,0.093,0.023,0.0566,0.899
2026-09-02T00:47:02.872652+00:00,soccer_epl,30,87.7,30.0,66.7,0.0616,0.00551,0.0591,0.838
2026-09-02T00:47:02.872652+00:00,soccer_korea_kleague1,8,93.2,28.0,75.0,0.1132,0.01019,0.0562,0.827
2026-09-02T00:47:02.872652+00:00,soccer_uefa_champs_league,21,184.0,34.0,85.7,0.0643,0.00742,0.0666,0.806
