group,naive_prob,actual_hit,cross_league,leagues
2022-W06,0.769758667864465,True,False,EPL
2023-W49,0.6627371217843492,True,False,EPL
2024-W06,0.6817306482275547,True,False,EPL
2024-W14,0.7614716911280168,True,False,EPL
2024-W18,0.694860434696392,True,False,EPL
2024-W20,0.6808604017979303,True,False,EPL
2024-W52,0.6950759838646975,True,False,EPL
